onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
104.446	0.125	SACC	423.9	-110.1	-252.4	-184.4	680.385	866.902	866.902	864.147
104.571	0.058	FIXA	-253.5	-185.8	-220.0	-207.4	39.863	897.442	718.529	695.794
104.629	0.100	SACC	-222.1	-207.6	-727.8	-230.6	506.268	853.873	506.758	521.221
104.729	0.083	FIXA	-729.5	-233.7	-775.3	-303.0	83.039	994.713	852.766	900.379
104.812	0.188	SACC	-779.0	-301.8	1062.5	-57.5	1857.643	928.232	471.236	481.392
105.000	0.050	FIXA	1070.5	-56.7	1093.0	-60.0	22.730	632.981	471.236	427.887
105.050	0.096	SACC	1096.7	-60.8	1626.1	-62.0	529.422	914.608	914.608	914.608
105.146	0.346	FIXA	1632.9	-67.0	1629.2	-96.0	29.255	981.452	245.799	338.561
105.492	0.067	SACC	1632.2	-95.0	1811.9	-63.4	182.510	758.898	758.898	758.898
105.558	0.154	FIXA	1820.4	-62.0	1829.4	-58.7	9.619	969.199	520.799	505.826
105.713	0.096	SACC	1826.0	-58.1	2104.0	-54.0	278.069	836.503	330.093	412.806
105.808	0.212	FIXA	2113.8	-54.1	2084.4	-78.1	37.933	998.156	392.264	411.560
106.021	0.421	SACC	2080.8	-78.9	1399.6	-123.0	682.644	877.605	877.605	877.605
106.442	9.338	FIXA	1391.8	-122.2	-2829.2	-217.3	4222.081	999.802	435.598	488.345
115.779	0.267	SACC	-2831.4	-219.6	533.2	-160.0	3365.049	755.090	332.710	339.310
116.046	0.242	FIXA	540.4	-161.6	646.8	-180.2	107.975	857.650	682.225	620.833
116.287	0.100	SACC	648.3	-178.7	1250.4	-129.7	604.021	511.395	511.395	511.395
116.388	0.092	FIXA	1256.7	-129.9	1207.6	-137.4	49.692	944.122	574.723	531.536
116.479	0.021	SACC	1209.6	-138.0	1245.1	-147.2	36.645	507.272	507.272	507.272
116.500	0.037	FIXA	1256.3	-151.0	1154.9	-171.4	103.480	693.490	693.490	631.417
117.037	0.092	SACC	147.4	-154.7	993.3	-136.3	nan	nan	nan	nan
117.129	0.746	FIXA	999.4	-138.1	1067.4	-73.4	89.891	930.457	229.140	333.422
117.875	0.138	SACC	1070.0	-73.5	-67.8	-124.9	1138.954	615.929	211.066	274.279
118.013	0.325	FIXA	-74.2	-121.0	-44.6	-151.2	42.332	997.157	167.428	307.412
118.338	0.129	SACC	-47.6	-151.7	827.6	43.0	896.611	745.378	547.361	579.300
118.467	0.221	FIXA	835.2	40.9	1010.7	-82.7	214.691	839.420	547.361	433.573
118.688	0.100	SACC	1008.8	-82.3	75.5	-75.9	933.325	452.769	452.769	452.769
118.787	0.179	FIXA	69.2	-71.3	32.5	-78.0	37.331	995.791	452.769	464.137
119.408	0.038	FIXA	-145.9	-66.5	-141.1	-67.5	3.793	572.167	234.313	242.078
119.446	0.054	SACC	-137.8	-68.9	-41.0	-112.9	106.350	857.449	857.449	857.449
119.500	2.204	FIXA	-32.6	-116.3	61.9	-108.1	94.884	994.599	217.216	344.245
121.704	0.096	SACC	58.0	-108.7	-685.0	-86.2	743.290	945.694	945.694	945.694
121.800	0.042	FIXA	-686.7	-83.5	-664.1	-87.6	22.975	810.787	743.714	721.386
121.842	0.117	SACC	-666.7	-90.3	-269.1	-29.9	402.151	884.435	476.762	579.491
121.958	0.183	FIXA	-260.9	-30.1	-109.1	-83.7	160.986	957.936	870.270	780.396
122.142	0.029	SACC	-105.2	-82.9	-52.7	-82.9	52.500	943.408	943.408	943.408
122.171	2.083	FIXA	-43.7	-83.1	67.6	-86.1	111.351	969.229	187.784	254.478
124.254	0.092	SACC	64.2	-85.6	-208.2	-82.2	272.395	826.064	826.064	808.197
124.346	0.100	FIXA	-207.6	-81.8	-220.3	-81.0	12.710	519.954	275.165	268.862
124.446	0.100	SACC	-223.3	-80.8	61.7	-77.5	285.034	719.130	466.042	498.548
124.546	2.046	FIXA	69.2	-77.3	-3.7	-50.4	77.727	812.933	196.411	223.601
126.592	0.067	SACC	-7.7	-51.5	-159.0	-60.1	151.583	986.699	986.699	986.699
126.658	0.167	FIXA	-166.5	-59.0	-206.3	-48.3	41.254	986.699	178.289	309.001
126.825	0.071	SACC	-204.1	-48.7	-42.3	-101.6	170.226	529.668	529.668	529.668
126.896	4.654	FIXA	-34.8	-103.9	-860.4	119.9	855.459	991.353	253.860	305.160
131.550	0.975	SACC	-864.1	121.8	-373.2	-9.3	508.102	989.985	989.985	828.965
132.525	0.117	FIXA	-368.6	-12.1	-286.7	75.6	120.021	967.487	967.487	882.508
133.117	0.037	FIXA	386.2	-135.7	262.7	-121.7	nan	nan	nan	nan
133.154	0.042	SACC	242.9	-119.2	101.7	-99.4	nan	nan	nan	nan
133.196	0.229	FIXA	96.2	-98.6	60.7	-198.0	105.174	780.843	313.971	403.742
133.887	0.067	FIXA	84.4	6.0	89.0	26.4	20.062	812.001	312.108	394.868
133.954	0.062	SACC	88.0	23.4	36.1	-102.2	135.911	744.288	744.288	744.288
134.017	1.579	PURS	31.7	-108.8	39.8	-31.3	77.922	987.985	255.844	378.733
135.596	0.058	SACC	43.5	-31.8	156.2	-60.9	116.455	893.830	893.830	893.830
135.654	0.312	FIXA	164.5	-63.0	-20.1	-74.9	184.988	984.022	303.985	517.257
135.967	0.117	SACC	-16.7	-73.1	-420.5	-128.5	407.650	932.582	920.408	922.582
136.083	0.100	FIXA	-420.5	-127.7	-422.7	-145.0	17.472	868.677	418.873	475.860
136.183	0.071	SACC	-421.2	-143.8	-227.3	-94.0	200.199	477.713	477.713	477.713
136.254	0.208	FIXA	-218.6	-92.6	-234.6	-119.8	31.622	931.063	208.418	299.174
136.463	0.046	SACC	-231.4	-120.5	-153.5	-114.6	78.112	792.114	792.114	792.114
136.508	0.146	FIXA	-144.5	-112.5	-127.3	-127.6	22.951	888.120	596.132	588.896
136.654	0.071	SACC	-124.0	-127.6	51.9	-111.0	176.612	793.461	793.461	793.461
136.725	0.121	FIXA	60.6	-109.5	111.7	-121.7	52.533	963.038	366.945	459.513
136.846	0.100	SACC	115.3	-122.6	-265.1	-131.5	380.552	897.643	501.080	526.914
136.946	0.542	FIXA	-264.8	-131.7	-375.9	-143.8	111.759	972.695	231.934	358.040
137.488	0.092	SACC	-379.7	-144.0	-3.7	-110.7	377.514	912.220	350.205	384.557
137.579	0.237	FIXA	6.4	-107.8	28.4	-96.5	24.691	907.137	403.486	412.046
137.817	0.100	SACC	32.4	-97.1	-340.6	-134.5	374.905	983.571	416.440	443.102
137.917	0.604	FIXA	-343.5	-131.5	-444.4	-126.6	100.999	947.614	211.469	303.002
138.521	0.096	SACC	-448.5	-126.8	-3.0	-66.1	449.582	978.289	147.645	205.185
138.617	0.208	PURS	6.0	-65.1	72.7	-90.8	71.458	927.494	249.855	377.588
138.825	0.096	SACC	69.5	-90.8	-435.3	-108.7	505.118	753.184	753.184	736.653
138.921	0.596	FIXA	-434.7	-109.2	-571.7	-123.7	137.819	944.733	238.336	334.712
139.517	0.079	SACC	-569.5	-123.5	-307.0	-85.8	265.187	536.721	536.721	536.721
139.596	0.171	FIXA	-299.4	-85.1	-330.0	-101.9	34.937	778.217	184.626	288.581
139.767	0.087	SACC	-328.2	-102.4	57.0	-99.4	385.154	457.896	457.896	457.896
139.854	0.233	FIXA	63.7	-100.3	103.6	-119.6	44.342	907.783	425.426	388.278
140.088	0.100	SACC	101.5	-119.3	-536.4	-112.9	637.995	510.457	510.457	506.476
140.188	1.708	FIXA	-535.7	-114.1	-856.4	-118.8	320.709	979.530	259.302	359.456
141.896	0.054	SACC	-859.2	-119.4	-960.4	-135.9	102.526	693.556	693.556	693.556
141.950	0.950	FIXA	-969.2	-136.9	-1227.5	-170.6	260.504	975.077	300.678	355.264
142.900	0.104	SACC	-1223.9	-170.4	-1464.6	-185.1	241.138	868.771	434.198	520.777
143.004	0.167	FIXA	-1470.5	-184.0	-1456.0	-187.3	14.855	806.380	252.807	345.332
143.171	0.075	SACC	-1458.0	-187.1	-1644.9	-196.2	187.108	480.052	480.052	480.052
143.246	0.150	FIXA	-1651.4	-196.3	-1643.9	-170.8	26.568	894.261	356.109	359.836
143.396	0.092	SACC	-1646.9	-171.0	-1968.3	-196.6	322.349	731.597	731.597	722.633
143.488	3.850	FIXA	-1968.0	-196.4	-1939.0	-141.9	61.780	996.215	284.389	342.506
147.338	0.796	SACC	-1935.7	-141.1	-433.2	-213.0	1504.233	824.843	591.242	623.041
148.133	0.058	FIXA	-426.0	-213.7	-351.0	-221.4	75.423	882.621	591.242	674.493
148.192	0.287	SACC	-346.9	-221.6	192.9	-243.4	540.247	990.948	990.948	990.948
148.479	0.625	FIXA	201.5	-244.1	1214.2	-261.1	1012.836	997.685	990.948	976.754
149.104	0.092	SACC	1216.9	-260.9	1441.6	-279.7	225.405	657.262	657.262	657.262
149.196	4.371	FIXA	1449.7	-280.8	94.8	-96.9	1367.338	986.437	341.483	412.270
154.046	1.371	FIXA	-49.5	-44.8	36.3	52.9	130.047	993.100	440.686	508.920
155.417	0.108	SACC	35.5	52.7	-107.3	83.5	146.041	198.967	18.966	32.812
155.525	0.550	FIXA	-109.0	88.3	-74.4	-21.8	115.373	947.945	408.782	480.498
156.075	0.062	SACC	-76.9	-21.5	-195.7	-24.9	118.785	621.779	621.779	621.779
156.137	0.225	PURS	-203.7	-23.8	-216.6	-15.9	15.133	830.965	246.480	327.934
156.363	0.062	SACC	-219.4	-17.5	-330.2	-79.5	126.894	778.690	778.690	778.690
156.425	0.358	FIXA	-337.3	-82.7	-352.0	-80.4	14.860	985.758	187.513	256.969
156.783	0.071	SACC	-356.0	-80.4	-530.3	-101.0	175.512	946.672	946.672	946.672
156.854	0.154	PURS	-536.6	-101.3	-562.7	-104.1	26.248	946.672	337.898	408.083
157.008	0.067	SACC	-560.2	-103.7	-412.7	-105.4	147.473	619.509	619.509	619.509
157.075	0.096	FIXA	-404.6	-105.6	-417.3	-94.0	17.157	993.210	334.316	458.596
157.171	0.113	SACC	-419.9	-94.4	115.5	-56.3	536.718	606.511	301.711	348.499
157.283	0.258	FIXA	123.4	-58.1	216.1	-119.9	111.394	949.183	406.744	513.395
157.542	0.104	SACC	212.4	-119.2	-456.5	-99.8	669.185	904.020	904.020	890.529
157.646	0.450	FIXA	-455.5	-97.8	-594.6	-91.2	139.248	961.582	432.682	483.742
158.096	0.075	SACC	-590.4	-90.8	-342.4	-80.0	248.277	998.505	998.505	998.505
158.171	0.138	FIXA	-335.0	-78.7	-390.6	-61.8	58.150	998.505	320.917	438.014
158.308	0.088	SACC	-388.2	-62.3	204.5	-107.5	594.468	596.359	596.359	596.359
158.396	0.050	FIXA	215.0	-107.1	209.7	-114.0	8.713	893.249	611.503	576.396
158.446	0.013	SACC	210.1	-113.8	228.5	-123.7	20.963	115.777	115.777	115.777
158.458	0.150	FIXA	233.6	-125.6	315.0	-142.4	83.163	961.763	115.777	256.723
158.608	0.062	SACC	310.9	-142.7	182.2	-154.5	129.261	974.140	974.140	974.140
158.671	0.096	FIXA	174.1	-154.5	172.3	-133.0	21.620	974.140	499.481	620.156
158.767	0.092	SACC	170.8	-132.7	-528.0	-72.2	701.405	380.280	380.280	380.280
158.858	0.233	FIXA	-533.1	-69.7	-538.1	-94.7	25.498	882.458	455.958	419.256
159.092	0.071	SACC	-541.0	-95.0	-716.5	-104.5	175.762	698.582	698.582	698.582
159.162	0.271	FIXA	-723.8	-103.7	-766.8	-113.8	44.148	937.054	267.957	343.850
159.433	0.075	SACC	-763.5	-113.2	-499.4	-88.4	265.254	789.663	789.663	789.663
159.508	0.208	FIXA	-491.6	-87.2	-559.3	-73.2	69.158	902.568	370.813	397.185
159.717	0.054	SACC	-555.5	-74.4	-445.0	-90.0	111.626	967.177	967.177	967.177
159.771	0.162	FIXA	-436.2	-90.9	-477.6	-28.7	74.758	967.177	662.753	586.672
159.933	0.112	SACC	-477.9	-24.5	-785.9	-74.1	311.963	993.080	993.080	986.125
160.046	0.158	FIXA	-785.2	-73.5	-781.7	-126.8	53.436	859.863	316.101	360.787
160.204	0.108	SACC	-784.8	-128.7	-281.4	-120.0	503.542	876.955	338.830	463.013
160.312	0.171	FIXA	-269.6	-114.7	-291.7	-109.6	22.689	960.754	377.015	468.215
160.483	0.279	SACC	-295.7	-108.4	-1000.3	-66.4	705.883	992.075	456.825	633.048
160.762	0.188	FIXA	-1006.3	-68.9	-1015.9	-148.6	80.225	952.704	690.641	684.705
160.950	0.083	SACC	-1017.1	-152.2	-1362.4	-171.2	345.733	923.778	923.778	923.778
161.033	0.062	FIXA	-1368.9	-169.2	-1339.1	-171.6	29.903	976.135	923.778	624.078
161.096	0.117	SACC	-1341.0	-172.1	-527.5	-81.6	818.459	465.925	286.881	331.642
161.213	0.325	FIXA	-511.4	-75.2	-541.7	-41.1	45.595	929.754	445.611	458.230
161.537	0.100	SACC	-543.3	-40.5	-278.6	-58.9	265.329	419.888	419.888	419.888
161.637	0.121	FIXA	-270.5	-58.0	-175.4	-137.3	123.784	998.446	419.888	508.906
161.758	0.125	SACC	-172.5	-137.7	-988.0	-94.3	816.656	691.413	685.945	686.674
161.883	0.192	FIXA	-993.8	-93.9	-1027.8	-160.6	74.834	980.533	358.378	437.808
162.075	0.092	SACC	-1030.6	-160.8	-399.0	-99.5	634.622	672.108	672.108	672.108
162.167	0.208	FIXA	-390.4	-91.6	-477.3	-36.0	103.179	869.507	459.605	420.289
162.375	0.096	SACC	-473.3	-35.5	-35.8	-128.0	447.143	961.466	961.466	943.110
162.471	0.167	FIXA	-37.1	-129.2	-1.8	-167.5	52.037	970.051	615.808	579.692
162.637	0.104	SACC	-5.1	-166.0	-740.8	-112.6	737.666	868.283	868.283	868.283
162.742	0.088	FIXA	-741.0	-110.2	-718.5	-129.6	29.679	971.901	444.102	535.297
162.829	0.112	SACC	-716.5	-126.6	-1364.9	-206.1	653.304	849.804	849.804	849.804
162.942	0.258	FIXA	-1367.0	-207.9	-1420.2	-262.5	76.305	915.806	443.950	450.405
163.200	0.083	SACC	-1418.9	-261.3	-797.0	-125.1	636.645	432.272	432.272	432.272
163.283	0.108	FIXA	-786.2	-121.6	-863.7	-130.0	77.885	996.681	821.858	789.333
163.392	0.087	SACC	-864.5	-132.5	-1212.3	-178.8	350.863	627.461	627.461	627.461
163.479	0.671	FIXA	-1218.0	-180.8	-661.6	-62.6	568.800	998.749	354.259	471.423
164.150	0.129	SACC	-664.7	-62.2	-1834.9	-250.9	1185.346	750.496	750.496	750.496
164.279	0.279	FIXA	-1838.1	-258.4	-2087.1	-329.0	258.768	994.928	590.273	523.844
164.558	0.396	SACC	-2086.3	-329.5	-1694.2	-171.5	422.677	968.909	510.259	618.763
164.954	0.033	HPSO	-1694.5	-171.2	-1700.6	-174.0	6.673	355.700	240.391	238.603
164.988	0.037	FIXA	-1702.1	-174.7	-1750.3	-179.4	48.438	593.838	593.838	525.813
165.025	0.088	SACC	-1746.5	-179.5	-868.8	-119.6	879.769	905.465	905.465	905.465
165.113	0.100	FIXA	-858.7	-110.8	-975.5	-15.1	150.992	958.117	905.465	792.433
165.213	0.125	SACC	-973.6	-18.5	-1624.6	-115.3	658.164	940.311	751.541	783.641
165.338	0.392	FIXA	-1630.4	-118.7	-1674.0	-228.1	117.761	955.525	281.702	375.005
165.729	0.071	SACC	-1676.4	-228.4	-1833.8	-274.8	164.094	597.279	597.279	597.279
165.800	0.237	FIXA	-1840.0	-277.9	-1835.0	-291.5	14.545	861.678	364.161	434.346
166.037	0.292	SACC	-1832.6	-294.0	-1868.6	-248.5	57.954	818.259	559.489	578.322
166.329	0.037	FIXA	-1861.4	-243.5	-1837.8	-212.4	39.084	924.757	559.489	616.548
166.367	0.312	SACC	-1834.0	-211.1	-311.9	-10.5	1535.289	959.877	959.877	959.877
166.679	0.396	FIXA	-305.8	-5.0	1770.7	-142.3	2080.966	959.877	959.877	959.877
168.400	0.075	FIXA	-95.7	-33.5	-102.9	-51.3	15.934	853.793	640.421	631.216
168.475	0.096	SACC	-104.3	-52.1	-525.7	-225.1	455.544	771.646	374.658	391.918
168.571	0.088	FIXA	-526.4	-222.6	-521.0	-223.7	5.454	885.026	423.321	427.259
168.658	0.083	SACC	-518.4	-221.4	-196.0	2.1	392.282	837.703	837.703	837.703
168.742	0.479	FIXA	-189.7	7.5	-75.5	-82.7	145.548	994.022	465.040	492.365
169.704	0.267	FIXA	-120.0	39.4	-16.1	34.9	104.319	987.443	305.140	434.851
169.971	0.050	SACC	-14.5	31.5	36.3	-66.7	110.622	904.554	904.554	904.554
170.021	0.158	FIXA	37.8	-75.4	35.2	-51.4	24.067	904.554	835.445	656.033
170.179	0.112	SACC	31.7	-49.2	-845.4	-28.8	877.342	997.266	997.266	983.079
170.292	0.058	FIXA	-846.5	-30.4	-787.9	-64.9	67.977	915.299	823.253	777.447
170.350	0.129	SACC	-790.0	-64.0	-1739.3	-175.2	955.793	552.305	552.305	552.305
170.479	0.121	FIXA	-1745.0	-179.6	-1665.4	-120.7	99.004	976.146	878.837	826.655
170.600	0.108	SACC	-1666.4	-118.8	-371.9	106.9	1314.017	518.307	518.307	518.307
170.708	0.075	FIXA	-361.2	108.3	-403.8	31.5	87.793	938.855	938.855	868.038
170.783	0.096	SACC	-407.8	30.9	363.9	-31.4	774.247	963.695	450.062	472.394
170.879	0.513	FIXA	372.0	-33.3	224.4	-54.1	149.019	999.728	564.529	545.320
171.392	0.083	SACC	221.0	-54.5	16.5	-11.1	209.032	824.282	824.282	824.282
171.475	10.529	FIXA	10.0	-7.2	777.5	287.2	822.005	986.978	179.506	217.230
182.004	0.454	SACC	781.3	288.5	128.1	-199.9	815.631	968.838	881.150	672.758
182.458	0.071	FIXA	122.9	-204.2	127.7	-177.5	27.057	980.000	811.303	657.731
182.529	0.079	SACC	125.8	-176.3	-140.2	-195.5	266.730	537.485	537.485	537.485
182.608	0.338	PURS	-147.5	-197.4	-146.0	-79.9	117.519	964.878	520.176	531.882
183.392	2.192	FIXA	-108.5	-28.2	-90.5	-1.3	29.390	986.187	226.025	317.047
186.029	0.267	FIXA	-103.2	6.0	-197.4	-9.5	95.758	978.269	437.157	510.823
186.296	0.062	SACC	-194.3	-11.1	-60.2	-37.1	136.600	845.062	845.062	845.062
186.358	0.721	FIXA	-51.8	-38.1	59.5	-17.4	113.170	953.919	164.167	308.773
187.079	0.058	SACC	56.5	-18.1	-52.2	-29.3	109.310	741.353	741.353	741.353
187.137	0.138	FIXA	-60.8	-30.1	-89.1	-24.9	28.774	830.453	209.941	335.920
187.275	0.071	SACC	-92.2	-24.8	-259.9	-43.7	168.825	735.240	735.240	735.240
187.346	0.371	PURS	-267.0	-45.1	-375.8	-45.3	108.760	991.977	422.619	486.202
187.717	0.083	SACC	-373.6	-44.5	-9.4	-2.2	366.673	558.627	558.627	558.627
187.800	0.500	PURS	-2.8	-0.6	102.1	-28.8	108.693	971.597	316.134	398.344
188.300	0.071	SACC	98.7	-30.1	-62.1	-30.8	160.786	878.795	878.795	878.795
188.371	0.321	FIXA	-69.2	-29.7	-21.1	-17.4	49.648	959.289	410.250	467.454
188.692	0.088	SACC	-23.7	-16.7	-336.7	-30.6	313.321	648.907	648.907	648.907
188.779	0.392	FIXA	-337.6	-31.2	-440.4	-41.7	103.295	951.201	324.766	433.460
189.171	0.067	SACC	-436.5	-42.4	-256.3	-44.6	180.257	940.101	940.101	940.101
189.238	0.067	FIXA	-247.5	-44.4	-261.7	-42.5	14.358	984.897	825.778	697.219
189.304	0.071	SACC	-259.9	-42.4	-67.4	-21.5	193.627	430.145	430.145	430.145
189.375	0.287	FIXA	-58.6	-19.4	-83.8	-30.6	27.633	836.039	238.796	280.876
189.662	0.079	SACC	-81.8	-29.5	180.8	4.8	264.869	551.639	551.639	551.639
189.742	4.379	FIXA	190.0	5.6	-1201.0	74.6	1392.727	994.370	335.822	424.301
194.121	0.533	SACC	-1205.0	73.6	-2320.1	31.7	1115.934	988.316	988.029	988.035
194.654	0.188	FIXA	-2326.1	28.9	-2735.8	-50.9	417.429	988.029	988.029	988.029
195.292	0.225	FIXA	195.4	-22.0	56.9	3.3	152.594	980.175	764.934	698.806
195.517	0.062	SACC	54.5	1.2	11.1	-137.6	145.438	760.294	760.294	760.294
195.579	0.167	FIXA	8.5	-145.0	-26.3	-120.9	42.325	972.832	679.034	615.882
195.746	0.062	SACC	-28.8	-119.2	-118.4	11.6	158.570	721.365	721.365	721.365
195.808	0.387	FIXA	-122.6	18.7	-36.7	30.0	86.681	978.465	499.793	537.774
196.196	0.096	SACC	-33.0	31.2	-447.9	-29.3	419.339	934.281	200.884	233.254
196.292	0.238	FIXA	-452.3	-33.0	-470.6	-62.0	34.209	921.980	392.243	446.481
196.529	0.121	SACC	-474.6	-62.0	-81.5	3.7	398.567	975.673	137.010	389.033
196.650	3.508	FIXA	-72.6	6.6	34.7	-26.8	112.368	999.460	243.246	359.681
200.621	0.379	FIXA	-19.2	12.3	-94.5	1.9	75.775	948.542	217.155	384.964
201.000	0.058	SACC	-98.1	0.5	-215.0	-26.9	120.098	936.104	936.104	936.104
201.058	0.096	FIXA	-223.3	-27.8	-244.7	-28.1	21.324	936.104	494.035	518.485
201.154	0.050	SACC	-241.3	-28.5	-151.0	-18.0	90.924	817.267	817.267	817.267
201.204	7.650	FIXA	-142.1	-16.7	-624.4	-25.1	482.401	993.589	150.628	199.219
208.854	0.121	SACC	-628.5	-24.9	-801.0	-15.9	172.731	990.077	646.429	693.829
208.975	0.046	FIXA	-809.4	-15.8	-872.0	-19.0	62.667	646.429	646.429	646.429
209.021	0.300	SACC	-875.8	-19.9	-1947.3	-87.3	1073.617	941.379	941.379	939.401
209.321	0.054	FIXA	-1947.2	-88.7	-1971.4	-115.0	35.759	964.433	835.386	763.015
209.375	0.229	SACC	-1975.2	-116.1	-176.8	161.5	1819.720	942.140	722.004	740.407
209.604	0.046	FIXA	-169.8	165.7	-195.9	283.5	120.647	946.467	722.004	715.345
209.650	0.071	SACC	-198.5	280.8	-55.1	-31.1	343.297	887.828	887.828	887.828
209.721	1.037	FIXA	-46.4	-31.3	-78.7	-33.5	32.317	997.955	457.766	509.773
211.238	0.612	FIXA	7.4	-64.4	-28.8	-103.4	54.043	997.329	362.451	437.908
212.300	0.329	FIXA	0.5	-59.6	-34.5	8.3	78.133	949.124	421.385	480.173
213.062	0.496	FIXA	3.8	-25.8	5.6	-43.2	17.245	996.559	344.197	367.367
213.558	0.075	SACC	3.6	-44.1	-192.2	-84.4	199.856	524.239	524.239	524.239
213.633	0.213	FIXA	-199.4	-85.3	-218.2	-100.6	24.212	937.326	191.565	292.904
213.846	0.075	SACC	-215.3	-101.4	6.1	-88.8	221.789	711.098	711.098	711.098
213.921	10.113	FIXA	13.9	-87.4	860.0	-127.1	847.064	999.940	150.239	195.636
224.479	1.242	FIXA	-10.4	-91.9	-96.2	-77.1	31.244	995.209	230.391	320.726
225.721	0.058	SACC	-92.5	-77.2	25.2	-80.2	117.659	897.149	897.149	897.149
225.779	0.300	PURS	33.9	-80.5	64.2	-87.1	31.021	897.149	151.206	236.260
226.079	0.058	SACC	60.8	-86.6	-56.5	-81.7	117.392	849.154	849.154	849.154
226.137	0.133	PURS	-64.7	-81.8	-63.5	-73.1	8.757	920.703	347.848	418.616
226.271	0.087	SACC	-64.9	-74.4	-623.1	-106.6	559.119	458.110	458.110	458.110
226.358	0.092	FIXA	-631.6	-105.8	-615.5	-136.4	34.660	860.153	464.958	480.169
226.450	0.108	SACC	-619.5	-136.9	-48.0	-41.2	579.491	958.333	118.030	309.266
226.558	0.808	FIXA	-33.0	-37.1	-42.7	-57.6	22.717	992.773	301.721	429.303
227.842	47.392	PURS	-31.1	-47.8	-277.9	-83.2	249.628	991.423	168.788	209.705
275.671	11.079	FIXA	-374.8	-96.3	331.5	-81.6	707.752	993.545	304.891	325.480
287.212	12.588	FIXA	338.0	-81.0	-91.8	-86.0	430.194	989.789	139.566	185.591
300.262	0.458	FIXA	-110.0	-42.4	-85.7	-88.7	52.841	977.089	338.279	454.954
301.167	0.333	FIXA	-14.6	-79.9	28.6	-96.8	45.970	757.430	158.060	237.390
